,time,rad_flow,fpv_close,fpv_open,high,bypass,bpv_close,bpv_open,class
2517,-4,77,0,42,0,35,35,0,1
2518,0,78,0,6,27,23,73,50,4
2519,3,77,0,46,0,31,30,0,1
2520,0,77,-1,42,-16,33,35,2,1
2521,2,81,-2,46,0,34,34,0,1
2522,0,80,0,20,7,43,59,16,1
2523,0,81,0,44,30,37,37,0,1
2524,0,81,0,-2,9,25,83,58,4
2525,2,82,0,46,-15,33,35,2,1
2526,-4,106,0,38,0,66,67,0,1
2527,1,77,0,38,-26,36,38,2,1
2528,1,83,1,-42,-22,4,126,122,5
2529,0,91,0,50,-3,40,42,2,1
2530,0,88,0,50,-19,37,39,2,1
2531,1,77,0,38,5,39,38,0,1
2532,0,78,0,10,-8,41,68,26,1
2533,0,76,0,24,-30,39,53,14,1
2534,0,82,0,42,-26,38,41,2,1
2535,0,81,0,50,-30,29,32,2,1
2536,2,84,0,56,0,28,28,0,1
2537,0,88,6,44,0,44,44,0,1
2538,5,77,0,0,0,40,77,36,1
2539,1,86,2,60,21,28,27,0,1
2540,-2,108,0,70,0,1,38,36,5
2541,0,88,-1,6,23,3,83,80,5
2542,0,76,0,36,-10,38,39,2,1
2543,0,75,-3,34,0,38,41,2,1
2544,0,80,0,-6,-30,25,88,64,4
2545,-3,92,0,56,0,35,35,0,1
2546,3,81,0,36,-3,43,44,2,1
2547,-1,87,0,52,-17,34,35,2,1
2548,0,93,0,12,-25,38,81,42,4
2549,-1,80,-4,44,0,36,36,0,1
2550,0,79,2,36,0,42,43,0,1
2551,0,77,0,36,-13,40,41,2,1
2552,0,81,-6,46,0,33,35,2,1
2553,0,76,-3,24,8,39,52,14,1
2554,0,82,-1,36,-1,45,46,2,1
2555,0,81,0,42,-7,38,40,2,1
2556,0,95,0,46,-13,40,49,8,4
2557,0,75,0,42,0,34,34,0,1
2558,0,94,0,16,5,57,79,22,1
2559,0,84,8,-24,8,4,110,106,5
2560,0,83,0,-40,-10,4,125,120,5
2561,0,95,0,54,-31,39,41,2,1
2562,2,83,0,42,10,42,42,0,1
2563,0,82,0,-4,-12,45,87,42,1
2564,0,78,0,0,-8,41,78,36,1
2565,2,97,0,38,-26,55,58,2,1
2566,3,76,7,-40,29,4,117,114,5
2567,0,96,0,50,-17,40,47,6,4
2568,0,95,0,46,-4,47,49,2,1
2569,3,90,-7,54,0,36,36,0,1
2570,0,76,-6,28,-4,39,47,8,1
2571,0,87,5,56,0,30,30,0,1
2572,0,86,0,50,50,37,37,0,1
2573,0,95,0,52,12,40,44,4,4
2574,0,82,0,46,21,37,35,0,1
2575,1,79,0,44,23,35,35,0,1
2576,-3,75,0,46,0,29,28,0,1
2577,0,78,0,-2,3,41,81,40,1
2578,-2,97,0,54,6,41,42,2,1
2579,0,88,3,50,16,39,39,0,1
2580,0,77,1,42,0,36,35,0,1
2581,-4,91,0,56,19,35,34,0,1
2582,3,76,0,38,7,38,37,0,1
2583,0,79,0,38,-25,38,41,2,1
2584,0,82,1,50,-16,31,33,2,1
2585,0,97,0,56,4,40,40,0,1
2586,1,102,0,52,0,50,51,0,1
2587,0,82,0,50,27,34,33,0,1
2588,1,82,-7,56,0,26,25,0,1
2589,-3,77,0,42,0,35,36,0,1
2590,0,77,0,28,24,40,48,8,1
2591,0,96,5,38,0,41,57,16,4
2592,0,87,1,44,29,44,43,0,1
2593,0,90,-1,36,0,52,53,2,1
2594,0,97,-3,18,-4,60,79,18,1
2595,0,77,0,12,-20,22,65,42,4
2596,0,86,0,54,8,32,32,0,1
2597,0,93,0,12,10,56,81,24,1
2598,0,80,1,20,-1,25,59,34,4
2599,2,96,2,50,0,46,47,0,1
2600,0,93,0,18,-30,38,75,38,4
2601,0,77,0,28,0,22,49,26,4
2602,0,103,2,54,0,49,49,0,1
2603,0,86,2,46,31,41,40,0,1
2604,0,87,0,0,2,3,87,84,5
2605,0,106,0,36,4,68,69,2,1
2606,0,83,0,50,-11,32,33,2,1
2607,1,83,0,46,-5,34,37,2,1
2608,0,76,-1,30,8,39,45,6,1
2609,0,81,0,42,0,40,40,0,1
2610,4,79,0,54,0,24,24,0,1
2611,3,86,0,52,0,34,35,0,1
2612,-5,78,0,42,8,37,37,0,1
2613,0,80,-1,28,19,43,52,8,1
2614,6,104,3,72,5,1,32,30,5
2615,-2,108,0,42,-27,64,66,2,1
2616,0,76,0,38,9,38,37,0,1
2617,0,86,-7,52,0,35,35,0,1
2618,0,77,0,8,-26,40,69,30,1
2619,0,81,-2,-12,-3,25,94,68,4
2620,-2,85,0,54,-5,30,31,2,1
2621,0,104,0,26,-9,66,78,12,1
2622,3,88,0,54,-7,32,33,2,1
2623,2,87,0,50,0,36,38,2,1
2624,-5,85,0,46,0,39,39,0,1
2625,0,86,0,56,23,30,29,0,1
2626,0,77,0,46,15,31,30,0,1
2627,3,76,0,38,14,38,37,0,1
2628,-4,89,0,54,0,34,35,0,1
2629,0,81,1,52,-2,28,30,2,1
2630,-2,84,0,46,0,36,37,0,1
2631,1,81,0,46,8,35,35,0,1
2632,0,86,-6,42,-6,43,45,2,1
2633,0,93,4,44,0,49,50,0,1
2634,0,78,0,20,-7,41,57,16,1
2635,0,79,2,34,9,42,46,4,1
2636,0,96,0,50,-2,40,47,6,4
2637,0,79,0,28,17,42,50,8,1
2638,1,81,-7,52,-21,28,30,2,1
2639,0,76,-3,34,25,39,42,2,1
2640,-1,86,0,38,0,46,47,0,1
2641,3,81,0,54,-10,25,27,2,1
2642,-1,78,-3,8,-9,22,70,48,4
2643,-1,86,0,56,8,31,30,0,1
2644,0,94,0,8,0,57,86,30,1
2645,0,108,1,46,0,59,61,2,1
2646,0,82,-96,44,0,37,38,0,1
2647,0,75,0,28,-28,38,46,8,1
2648,4,79,0,44,-16,33,35,2,1
2649,0,97,2,52,24,41,46,4,4
2650,0,79,6,26,0,42,53,12,1
2651,3,74,1,-4,-1,18,79,60,4
2652,1,79,0,16,16,23,63,40,4
2653,-1,79,1,16,0,42,63,22,1
2654,5,86,0,44,-6,40,42,2,1
2655,0,104,0,26,-21,67,78,12,1
2656,-2,88,6,52,0,36,37,0,1
2657,0,81,-5,-12,0,26,94,68,4
2658,-49,77,0,-2,0,32,79,48,3
2659,5,80,5,20,-11,24,59,36,4
2660,2,85,4,46,6,39,39,0,1
2661,0,81,0,54,-3,26,27,2,1
2662,0,75,-2,42,-23,31,34,2,1
2663,0,82,-7,44,-2,38,38,0,1
2664,0,104,2,54,6,51,49,0,1
2665,5,79,0,26,0,41,53,12,1
2666,-2,107,0,46,0,61,60,0,1
2667,0,81,0,-10,-22,25,91,66,4
2668,0,77,0,12,6,21,64,42,4
2669,0,97,0,52,22,41,45,4,4
2670,-14,86,0,46,0,39,39,0,1
2671,0,84,0,-36,-1471,4,120,116,5
2672,-1,77,0,36,-18,40,41,2,1
2673,0,88,0,50,18,39,39,0,1
2674,-2,82,0,42,0,40,41,0,1
2675,0,76,0,38,-11,35,37,2,1
2676,0,97,0,12,24,59,84,24,1
2677,0,78,-5,0,0,41,78,36,1
2678,0,81,0,8,-25,44,73,28,1
2679,0,77,0,8,-4,22,70,48,4
2680,-5,77,0,44,5,34,34,0,1
2681,0,96,0,44,-4,40,52,12,4
2682,0,86,-1,38,-2,45,47,2,1
2683,0,85,0,44,2,41,41,0,1
2684,0,95,0,8,-25,58,87,30,1
2685,0,78,0,26,30,41,52,12,1
2686,0,80,0,42,-24,36,39,2,1
2687,4,86,0,54,0,33,32,0,1
2688,0,76,0,20,-5,40,55,16,1
2689,5,106,2,72,8,1,33,32,5
2690,0,77,0,-22,-4,21,100,78,4
2691,-2,83,0,-40,2,4,124,120,5
2692,0,79,0,28,2,42,50,8,1
2693,-1,96,0,52,-4,41,44,4,4
2694,4,83,0,52,7,31,31,0,1
2695,2,88,0,44,8,45,44,0,1
2696,4,82,0,44,0,37,38,2,1
2697,4,89,0,8,0,3,81,78,5
2698,0,79,0,24,5,42,55,14,1
2699,0,76,0,38,-15,34,37,2,1
2700,-2,80,0,52,0,28,28,0,1
2701,-37,107,0,64,-23,17,42,26,3
2702,-4,108,0,72,11,1,35,34,5
2703,0,81,2,42,0,38,40,2,1
2704,-1,71,-4,0,0,16,71,56,4
2705,1,83,0,44,0,37,39,2,1
2706,0,81,0,42,66,39,40,0,1
2707,0,95,0,42,6,40,54,14,4
2708,-5,106,0,70,0,1,36,36,5
2709,0,104,5,24,-11,67,81,14,1
2710,0,79,0,12,4,23,66,42,4
2711,2,81,0,50,30,33,32,0,1
2712,-4,87,0,46,13,42,41,0,1
2713,1,82,0,54,-6,26,28,2,1
2714,0,83,0,54,24,30,29,0,1
2715,-3,81,0,44,19,38,37,0,1
2716,-1,86,1,42,0,44,45,2,1
2717,3,83,0,46,0,36,36,0,1
2718,0,79,-1,36,-2,42,43,2,1
2719,1,79,0,44,3,36,35,0,1
2720,0,82,3,52,-20,29,30,2,1
2721,0,80,0,18,-24,43,62,18,1
2722,-1,80,0,50,0,30,31,2,1
2723,0,86,0,50,0,37,37,0,1
2724,6,108,4,72,10,1,35,34,5
2725,0,84,0,-14,26,3,100,96,5
2726,0,77,0,0,-9,40,77,36,1
2727,1,88,0,0,3,3,88,84,5
2728,5,81,4,-40,12,4,123,118,5
2729,0,79,4,24,-8,23,55,32,4
2730,0,87,2,38,-1,46,48,2,1
2731,0,81,3,44,0,36,37,0,1
2732,-4,89,0,46,0,41,42,2,1
2733,-4,88,0,6,0,4,83,78,5
2734,0,106,-1,50,14,57,57,0,1
2735,0,77,-1,18,31,40,59,18,1
2736,-2,108,2,60,0,46,49,2,1
2737,0,76,0,36,-7,38,39,2,1
2738,0,84,0,28,-5,47,55,8,1
2739,0,87,-5,44,5,43,43,0,1
2740,5,78,0,44,0,33,34,2,1
2741,0,76,-3,28,1,39,47,8,1
2742,0,86,-4,44,-15,41,42,2,1
2743,0,80,-1,-42,-11,4,124,120,5
2744,0,97,0,52,-28,41,46,4,4
2745,0,79,0,12,2,43,66,24,1
2746,0,95,0,50,-16,39,46,6,4
2747,0,77,0,54,2,24,23,0,1
2748,-1,84,0,60,13,25,24,0,1
2749,0,84,0,44,-14,38,40,2,1
2750,-4,91,0,-4,0,35,96,60,4
2751,5,80,0,20,1,43,59,16,1
2752,0,77,0,18,13,22,59,38,4
2753,0,76,0,36,3,38,39,2,1
2754,0,92,-4,46,0,37,46,8,4
2755,-1,76,0,36,-6,39,39,0,1
2756,0,84,0,56,0,26,27,2,1
2757,1,80,0,-40,0,4,121,118,5
2758,-4,77,0,46,0,29,30,0,1
2759,5,80,0,54,23,27,26,0,1
2760,0,79,-7,-4,0,24,85,60,4
2761,5,83,0,42,0,41,42,0,1
2762,-3,82,0,38,-11,41,43,2,1
2763,0,86,0,-22,7,4,109,106,5
2764,0,87,-2,0,0,3,87,84,5
2765,-1,83,0,46,-3,35,37,2,1
2766,5,81,0,54,0,26,26,0,1
2767,2,77,1,46,0,30,31,2,1
2768,-5,87,1,44,0,43,43,0,1
2769,0,80,0,30,-12,43,49,6,1
2770,0,81,0,20,-8,44,60,16,1
2771,0,77,8,38,8,39,38,0,1
2772,-4,90,0,50,-17,39,41,2,1
2773,0,85,0,44,-21,40,41,2,1
2774,0,77,0,-2,-17,21,79,58,4
2775,2,93,-1,38,0,53,55,2,1
2776,0,77,0,38,12,39,38,0,1
2777,-2,79,0,44,0,34,35,0,1
2778,0,76,0,30,3,39,45,6,1
2779,-2,89,0,56,0,33,32,0,1
2780,0,77,0,26,12,40,51,10,1
2781,-1,97,0,38,0,41,58,18,4
2782,2,107,0,50,0,56,58,2,1
2783,0,77,-3,-4,31,21,82,60,4
2784,-3,76,0,46,9,31,30,0,1
2785,0,77,-1,0,0,41,77,36,1
2786,0,96,0,50,16,41,47,6,4
2787,2,88,0,0,-30,3,88,86,5
2788,0,92,0,10,14,37,82,46,4
2789,0,93,-4,12,0,55,80,24,1
2790,0,79,1,50,3,30,30,0,1
2791,3,85,4,46,0,38,39,0,1
2792,0,76,0,26,-18,39,50,12,1
2793,0,85,-1,46,0,39,39,0,1
2794,2,96,3,46,0,40,50,10,4
2795,-2,86,0,54,-30,31,32,2,1
2796,0,80,0,38,25,43,41,0,1
2797,23,77,0,-22,0,27,101,74,2
2798,0,85,0,56,10,29,28,0,1
2799,4,80,0,36,0,43,44,2,1
2800,0,81,0,28,5,44,52,8,1
2801,-3,83,5,36,0,46,46,0,1
2802,1,86,0,54,11,33,32,0,1
2803,1,81,6,38,0,42,42,0,1
2804,0,96,0,44,19,41,52,12,4
2805,1,81,-6,56,0,24,24,0,1
2806,0,79,0,38,-7,38,40,2,1
2807,0,77,0,42,-18,33,35,2,1
2808,0,81,0,52,11,29,29,0,1
2809,0,76,-2,28,-4,40,48,8,1
2810,-2,97,0,44,1,41,53,12,4
2811,2,100,3,28,0,62,71,8,1
2812,0,84,-7,46,0,38,38,0,1
2813,0,77,0,-22,12,40,101,60,1
2814,5,87,0,46,14,41,41,0,1
2815,0,82,2,44,0,37,38,2,1
2816,-1,86,-3,54,-4,32,32,0,1
2817,-2,111,0,60,-24,50,52,2,1
2818,0,81,0,42,-17,38,40,2,1
2819,2,76,0,38,15,38,37,0,1
2820,5,81,0,50,16,33,32,0,1
2821,0,100,-7,46,-25,51,54,2,1
2822,1,96,6,50,0,41,47,6,4
2823,-1,81,0,54,3,28,27,0,1
2824,0,88,0,42,19,48,47,0,1
2825,0,86,0,56,28,30,29,0,1
2826,0,87,-2,38,-1,46,48,2,1
2827,-2,80,0,56,5,24,23,0,1
2828,0,83,0,-38,7,4,122,118,5
2829,0,97,0,24,-7,60,73,14,1
2830,0,77,5,24,0,22,54,32,4
2831,0,76,-1,34,0,39,42,4,1
2832,-1,87,-4,54,2,34,33,0,1
2833,4,86,0,42,0,44,44,0,1
2834,0,76,-6,44,0,31,32,0,1
2835,-1,77,-6,46,-9,31,31,0,1
2836,0,76,-3,42,4,34,34,0,1
2837,-5,100,0,44,0,55,56,0,1
2838,0,77,6,38,0,38,39,0,1
2839,0,86,0,42,-22,43,45,2,1
2840,-1,83,0,50,-4,32,34,2,1
2841,1,88,-7,44,-28,43,44,2,1
2842,3,96,-2,52,0,40,44,4,4
2843,0,98,0,30,0,61,67,6,1
2844,4,89,0,2,-8,3,86,84,5
2845,-1,80,0,24,0,43,57,14,1
2846,0,106,-2,28,0,69,78,8,1
2847,2,77,0,46,0,28,30,2,1
2848,-2,77,0,42,-14,33,35,2,1
2849,0,78,1,16,-20,23,63,40,4
2850,4,90,0,44,0,45,46,0,1
2851,1,78,0,38,-11,37,39,2,1
2852,0,83,0,54,0,28,28,0,1
2853,0,86,3,-40,3,5,127,122,5
2854,-3,80,0,36,-15,43,44,2,1
2855,2,87,-4,50,0,37,38,2,1
2856,0,86,0,52,25,35,35,0,1
2857,1,87,0,56,20,31,30,0,1
2858,-3,85,0,42,-30,41,44,2,1
2859,0,79,-1,34,0,43,46,2,1
2860,0,91,6,8,1,53,83,30,1
2861,0,78,0,38,-31,37,39,2,1
2862,0,86,0,50,0,35,37,2,1
2863,1,98,7,52,0,42,46,4,4
2864,9,75,11,-4,0,19,80,62,4
2865,5,83,3,34,0,45,49,4,1
2866,-3,89,0,54,0,34,35,0,1
2867,2,80,0,20,22,43,59,16,1
2868,0,98,0,52,27,42,46,4,4
2869,2,109,0,62,1,47,47,0,1
2870,0,77,0,-14,-5,40,92,52,1
2871,0,86,0,52,29,36,35,0,1
2872,0,81,5,38,-14,40,42,2,1
2873,0,87,5,52,0,35,35,0,1
2874,2,97,0,56,20,40,40,0,1
2875,0,83,-1,-42,-29,4,126,122,5
2876,-3,78,0,50,0,29,29,0,1
2877,0,78,-1,26,1,22,52,30,4
2878,1,76,-1,30,-3,40,45,6,1
2879,0,77,0,34,-7,40,43,2,1
2880,-1,83,0,46,-11,34,36,2,1
2881,0,88,0,6,4,3,83,80,5
2882,0,79,0,12,-10,23,66,42,4
2883,1,80,0,44,-12,34,36,2,1
2884,3,85,0,52,-4,32,33,2,1
2885,-4,77,0,46,6,32,31,0,1
2886,0,106,-4,34,1,68,72,4,1
2887,0,77,0,26,4,41,52,10,1
2888,1,77,-1,46,0,31,30,0,1
2889,0,76,0,34,22,39,43,4,1
2890,0,92,0,28,0,36,63,28,4
2891,0,81,0,26,4,44,55,10,1
2892,0,77,5,36,-2,39,41,2,1
2893,0,77,0,42,10,36,36,0,1
2894,0,77,0,8,5,40,69,28,1
2895,-1,82,0,44,26,39,38,0,1
2896,0,83,-7,44,21,39,39,0,1
2897,0,75,0,34,12,38,41,4,1
2898,3,77,0,46,-5,28,30,2,1
2899,0,76,0,42,18,35,34,0,1
2900,0,106,0,34,-10,68,72,4,1
2901,1,88,0,46,-3,40,42,2,1
2902,0,77,0,46,5,32,31,0,1
2903,0,103,1,54,0,49,49,0,1
2904,1,89,0,8,0,2,81,80,5
2905,0,78,0,18,-3,41,60,18,1
2906,0,77,5,44,4,34,34,0,1
2907,-1,105,1,18,0,68,87,18,1
2908,0,90,-6,44,0,46,46,0,1
2909,4,86,0,44,-8,40,42,2,1
2910,1,83,0,-40,9,4,125,120,5
2911,2,102,0,50,0,52,53,0,1
2912,0,81,0,-2,10,44,84,40,1
2913,0,88,-5,46,0,43,42,0,1
2914,0,86,0,38,-9,46,48,2,1
2915,-2,97,0,36,0,61,61,0,1
2916,0,90,0,38,25,52,51,0,1
2917,-4,82,0,38,-1,42,43,2,1
2918,0,83,0,42,-4,40,42,2,1
2919,0,81,0,-42,-3,5,125,120,5
2920,0,81,0,-18,16,25,99,74,4
2921,-1,100,2,46,0,54,54,0,1
2922,4,88,0,42,12,47,47,0,1
2923,0,83,0,34,-3,46,49,2,1
2924,0,82,0,-38,3,26,121,94,4
2925,-1,81,1,46,0,33,34,2,1
2926,0,88,-6,50,25,40,39,0,1
2927,2,98,0,44,0,42,54,12,4
2928,-2,86,0,52,-30,33,35,2,1
2929,-1,83,-5,46,-8,35,37,2,1
2930,3,83,0,44,-24,37,39,2,1
2931,3,98,0,46,24,42,51,10,4
2932,-4,88,0,44,0,43,44,0,1
2933,3,82,-5,46,-8,36,35,0,1
2934,0,88,3,46,0,42,42,0,1
2935,2,87,0,44,-2,42,43,2,1
2936,-5,83,0,50,0,34,34,0,1
2937,-2,102,0,38,28,64,63,0,1
2938,0,77,-3,46,1,31,30,0,1
2939,0,82,0,12,7,45,69,24,1
2940,0,77,0,34,-9,40,43,4,1
2941,0,76,-2,38,24,39,37,0,1
2942,0,88,0,52,-11,35,37,2,1
2943,-2,77,0,-24,0,21,103,82,4
2944,0,92,-2,10,0,37,82,46,4
2945,0,77,0,52,10,26,26,0,1
2946,0,83,0,-4,-6,46,88,42,1
2947,0,92,0,-2,-4,36,94,58,4
2948,-1,103,-2,72,22,1,31,30,5
2949,0,87,0,54,0,32,33,2,1
2950,0,93,0,46,-27,37,46,8,4
2951,0,77,-1,50,6,28,28,0,1
2952,0,76,0,28,23,40,48,8,1
2953,-3,83,-1,50,11,34,33,0,1
2954,0,77,0,6,-13,22,72,50,4
2955,0,78,0,0,0,22,78,56,4
2956,0,75,0,34,-5,38,41,2,1
2957,0,77,0,10,-2,21,66,46,4
2958,3,84,0,50,0,34,35,0,1
2959,0,86,0,46,-1,39,39,0,1
2960,0,88,-1,46,16,42,41,0,1
2961,0,83,0,8,11,46,75,30,1
2962,-3,106,0,42,0,63,64,2,1
2963,0,106,-2,28,-19,69,78,8,1
2964,-1,105,0,72,9,1,33,32,5
2965,-5,88,0,42,0,46,47,2,1
2966,1,83,0,52,0,31,32,0,1
2967,0,79,0,18,4,43,61,18,1
2968,-2,89,0,50,9,40,40,0,1
2969,2,102,0,46,30,57,56,0,1
2970,0,81,0,-14,31,25,97,72,4
2971,0,84,-2,42,-5,41,43,2,1
2972,0,97,0,46,-8,40,50,10,4
2973,-5,76,0,20,0,39,55,16,1
2974,1,79,0,44,-14,33,35,2,1
2975,0,95,1,52,0,40,44,4,4
2976,0,77,5,42,0,35,36,2,1
2977,0,75,0,28,24,38,46,8,1
2978,0,75,0,42,-3,32,34,2,1
2979,0,84,2,46,0,37,38,0,1
2980,0,79,-1,42,0,37,38,2,1
2981,-1063,106,-1,34,-2,69,72,4,7
2982,5,83,-4,54,0,29,29,0,1
2983,2,86,-7,44,0,40,42,2,1
2984,0,92,0,0,31,36,92,56,4
2985,2,79,3,42,0,37,38,0,1
2986,0,97,-7,30,0,60,66,6,1
2987,0,76,-1,44,7,32,32,0,1
2988,5,76,0,38,0,35,37,2,1
2989,2,83,0,42,-18,39,41,2,1
2990,0,76,5,44,0,31,32,2,1
2991,0,80,0,36,-24,42,44,2,1
2992,0,104,0,20,2,67,84,16,1
2993,0,79,4,38,-9,38,40,2,1
2994,0,81,0,36,-8,43,44,2,1
2995,4,75,0,38,0,35,36,2,1
2996,0,81,0,36,-27,43,44,2,1
2997,-1,87,0,42,-7,44,46,2,1
2998,5,81,0,52,12,29,29,0,1
2999,-4,75,-2,-42,-16,4,119,114,5
3000,0,77,-6,-28,9,21,105,84,4
3001,0,82,-4,34,0,45,48,2,1
3002,3,79,-2,52,0,27,28,0,1
3003,0,97,1,34,0,60,64,4,1
3004,0,88,0,0,24,3,88,84,5
3005,0,81,1,24,0,44,57,14,1
3006,0,106,0,26,-12,68,80,12,1
3007,0,76,0,-18,-6,20,94,74,4
3008,5,86,0,50,0,36,37,0,1
3009,-2,82,0,52,5,31,30,0,1
3010,0,100,-2,30,-3,64,69,6,1
3011,0,80,-1,-42,-13,4,124,120,5
3012,0,81,-4,46,1,35,34,0,1
3013,-3,76,-2,46,-3,30,30,0,1
3014,0,91,0,-2,3,35,93,58,4
3015,1,86,1,44,9,43,42,0,1
3016,-1,109,0,52,0,58,57,0,1
3017,-1,81,0,52,-6,29,30,0,1
3018,1,81,0,44,13,37,37,0,1
3019,-4,81,3,46,0,34,35,0,1
3020,0,77,4,10,0,22,67,46,4
3021,4,77,1,46,1,31,31,0,1
3022,0,78,0,0,7,41,78,36,1
3023,1,85,0,50,0,35,36,0,1
3024,0,76,0,42,0,34,34,0,1
3025,0,76,20,24,0,39,53,14,1
3026,5,82,6,52,0,29,30,0,1
3027,1,76,0,38,-30,35,37,2,1
3028,4,80,0,46,0,33,34,0,1
3029,3,84,0,46,0,37,38,2,1
3030,0,107,4,46,0,60,60,0,1
3031,0,81,-1,54,5,27,26,0,1
3032,5,93,1,34,0,54,60,6,1
3033,-2,75,0,38,-20,34,36,2,1
3034,1,83,0,54,0,28,28,0,1
3035,-1,79,0,34,1,42,46,4,1
3036,0,80,7,10,9,43,70,26,1
3037,1,85,0,56,2,29,28,0,1
3038,3,83,0,44,-21,37,39,2,1
3039,-1,77,0,46,18,32,31,0,1
3040,1,81,-3,38,0,41,42,2,1
3041,0,78,0,8,25,41,70,30,1
3042,0,77,2,-4,-4,21,82,62,4
3043,0,86,-7,44,16,42,42,0,1
3044,0,76,0,20,-1,39,55,16,1
3045,3,77,0,-22,13,40,101,60,1
3046,0,105,0,34,15,68,71,4,1
3047,0,90,0,46,21,44,43,0,1
3048,0,104,3,24,0,66,80,14,1
3049,0,88,-2,44,0,43,44,2,1
3050,0,82,6,-12,-3,26,95,68,4
3051,2,76,0,46,4,30,29,0,1
3052,0,76,-1,38,0,36,37,2,1
3053,0,76,0,20,-6,39,55,16,1
3054,0,80,0,44,24,37,36,0,1
3055,0,97,-2,34,-4,59,63,4,1
3056,5,76,-2,34,0,38,42,4,1
3057,0,93,0,12,3,37,80,42,4
3058,0,82,1,20,9,45,61,16,1
3059,0,88,0,44,-2,43,44,2,1
3060,0,93,0,10,-4,56,83,28,1
3061,1,77,0,44,-4,31,33,2,1
3062,0,77,0,24,-26,21,54,32,4
3063,-5,86,0,42,0,45,44,0,1
3064,4,97,0,50,13,41,48,8,4
3065,0,81,0,38,21,43,42,0,1
3066,1,102,0,50,12,53,53,0,1
3067,0,79,-2,20,-17,24,59,34,4
3068,0,94,1,18,0,39,76,38,4
3069,0,77,0,-20,22,21,97,76,4
3070,0,77,0,-18,-13,40,95,54,1
3071,0,85,2,44,0,41,41,0,1
3072,4,83,0,56,0,26,26,0,1
3073,0,77,0,34,2,41,44,2,1
3074,0,109,5,54,28,56,55,0,1
3075,-4,79,0,38,0,39,41,2,1
3076,-253,86,-1,46,0,39,39,0,1
3077,0,80,8,42,-14,37,39,2,1
3078,-14,108,0,70,0,3,38,34,5
3079,0,113,1,64,17,49,48,0,1
3080,0,83,0,50,15,34,34,0,1
3081,0,88,0,44,2503,42,44,2,1
3082,0,86,3,42,-2,42,44,2,1
3083,0,77,0,26,3,41,52,10,1
3084,0,78,0,46,6,33,32,0,1
3085,4,106,4,70,0,1,36,34,5
3086,0,77,0,-14,-17,40,92,52,1
3087,0,77,0,6,2,40,72,32,1
3088,5,102,0,42,9,61,60,0,1
3089,2,85,0,38,0,45,46,2,1
3090,3,84,0,46,-14,35,37,2,1
3091,1,87,6,60,0,28,28,0,1
3092,0,88,3,2,0,3,86,82,5
3093,5,81,-1,38,-23,39,42,2,1
3094,-1,86,2,56,0,28,30,2,1
3095,0,76,0,18,-5,40,58,18,1
3096,0,79,1,8,0,24,72,48,4
3097,0,80,3,44,0,35,36,2,1
3098,0,78,0,12,-4,41,65,24,1
3099,-1,83,0,46,17,37,36,0,1
3100,0,84,1,28,-10,47,55,8,1
3101,1,76,0,44,26,32,32,0,1
3102,0,82,-6,-4,0,45,87,42,1
3103,1,75,0,-42,-5,4,119,114,5
3104,0,106,0,20,-18,69,85,16,1
3105,0,77,2,-2,-6,21,79,58,4
3106,1,79,0,34,0,42,45,4,1
3107,0,78,0,16,-16,42,63,22,1
3108,0,78,-2,12,14,42,65,24,1
3109,0,77,0,20,16,22,57,36,4
3110,-1,109,0,64,0,45,45,0,1
3111,0,81,0,42,-11,38,40,2,1
3112,1,108,0,46,0,62,62,0,1
3113,1,76,0,42,2,34,34,0,1
3114,0,85,-3,46,-2,39,39,0,1
3115,0,86,0,44,18,42,42,0,1
3116,0,83,-2,46,0,35,37,2,1
3117,0,77,0,-24,21,21,103,82,4
3118,5,86,0,52,8,35,35,0,1
3119,-1,79,-3,10,-8,42,68,26,1
3120,5,84,1,-38,-20,4,123,118,5
3121,-2,108,0,54,0,55,54,0,1
3122,0,83,6,42,0,41,42,2,1
3123,3,95,0,38,0,40,57,18,4
3124,0,109,1,38,-1,68,70,2,1
3125,0,88,0,-2,-10,3,90,88,5
3126,4,83,-3,34,0,45,49,4,1
3127,4,79,6,16,0,41,63,22,1
3128,0,88,0,52,-22,35,37,2,1
3129,0,95,0,10,6,58,84,26,1
3130,0,78,0,16,7,23,63,40,4
3131,0,77,0,18,28,22,59,38,4
3132,0,79,2,8,-14,42,71,28,1
3133,0,83,0,34,3,46,50,4,1
3134,0,84,0,-24,11,4,110,106,5
3135,0,97,0,34,-4,59,63,4,1
3136,0,107,0,46,-6,58,60,2,1
3137,0,76,-2,38,11,39,37,0,1
3138,0,76,0,-4,221,20,81,62,4
3139,0,81,0,36,-19,43,44,2,1
3140,0,84,0,52,-10,31,32,2,1
3141,0,76,0,24,-16,39,53,14,1
3142,0,102,0,70,-6,1,33,32,5
3143,0,77,0,42,14,22,36,14,4
3144,0,96,8,24,0,59,73,14,1
3145,0,108,-4,46,4,62,61,0,1
3146,0,83,6,42,0,42,42,0,1
3147,0,83,0,38,-6,42,44,2,1
3148,0,88,-1,50,0,39,39,0,1
3149,0,81,0,52,13,30,30,0,1
3150,4,83,-2,46,0,36,36,0,1
3151,0,83,3,44,0,38,39,0,1
3152,0,99,-1,42,-4,56,58,2,1
3153,0,83,0,50,-19,31,33,2,1
3154,2,81,0,50,17,32,32,0,1
3155,0,81,0,46,-28,33,35,2,1
3156,-5,84,0,50,4,36,35,0,1
